t,energy,barycenter_x,barycenter_y,mercury_x,mercury_y,mercury_r,mercury_angle,mercury_peri_angle,mercury_Keff,mercury_deltaC,mercury_state,venus_x,venus_y,venus_r,venus_angle,venus_peri_angle,venus_Keff,venus_deltaC,venus_state,earth_x,earth_y,earth_r,earth_angle,earth_peri_angle,earth_Keff,earth_deltaC,earth_state,mars_x,mars_y,mars_r,mars_angle,mars_peri_angle,mars_Keff,mars_deltaC,mars_state,jupiter_x,jupiter_y,jupiter_r,jupiter_angle,jupiter_peri_angle,jupiter_Keff,jupiter_deltaC,jupiter_state
0.0,-0.0037536188042332852,0.004731690644025039,0.0,0.30749903826,0.0,0.30749903826,0.0,0.0,1.000000312000968,0.0,0,0.718433595696,0.0,0.718433595696,0.0,0.0,1.0,0.0,0,0.98329,0.0,0.98329,0.0,0.0,1.0000000907192488,0.0,0,1.3813658577210002,0.0,1.3813658577210002,0.0,0.0,1.0,0.0,0,4.9502843052,0.0,4.9502843052,0.0,0.0,0.999999852521419,0.0,0
0.02,-0.0037536188096115542,0.004731690643937487,-1.9397162912340726e-14,0.2296261867876736,0.22788957812482405,0.3235540516173643,0.7817262660426808,1.1178288498898367e-05,1.0000047067775246,29.686434739310084,1,0.7031924089664664,0.14770495806385794,0.718548775984292,0.2071157192853287,-0.0006652305519467397,1.0000004043496795,2.6956645295534285,1,0.9751357875463483,0.12742802243832257,0.9834333976636762,0.12999747640441583,0.00014696036172099272,0.9999999577329926,1.0515530001436004,1,1.3772310784355781,0.11168927631466893,1.3817566381892377,0.08096035337905551,-3.3321234719981614e-06,1.0000000568718395,0.37914559567470085,1,4.949962103481179,0.057859729086833483,4.950300522817665,0.011699716445514976,0.0002715810883248692,1.0000001927513515,0.008243471348040186,0
0.04,-0.003753618818042922,0.00473169064372796,-1.1946659753039185e-13,0.04694639375242875,0.3580413219834811,0.3612169420765051,1.440464574083026,1.1845864130979547e-05,1.0000033181298176,21.36682847706624,1,0.6581295570985891,0.28914417752107274,0.7188892052722382,0.4140993397736704,-0.0013566231424812787,1.0000004037781098,2.691854064850649,1,0.9508154424085171,0.2527428387562873,0.9838611265464786,0.2599193904335872,0.0002633948099736227,1.000000248396951,1.0501742842763204,1,1.3648584741667253,0.22271027684354033,1.3829259907773523,0.16182927262990351,-1.07090722616984e-05,1.0000000567288152,0.3781921013025381,1,4.948995546682283,0.1157119192561779,4.950349182921414,0.023399272224473956,0.0005363960949051811,0.9999999528161657,0.008243229360128113,0
0.060000000000000005,-0.0037536188232914647,0.004731690643469281,-2.987507431110453e-13,-0.1549827855312322,0.3716734869608997,0.4028483876692102,1.9657071158240371,1.0998576522780916e-05,1.00000227964092,15.385899205390107,1,0.5851948948241829,0.41833480172937604,0.7194398480833462,0.6208250811511012,-0.0020568493547803136,1.0000004028534015,2.6856893428387476,1,0.9107526197646778,0.373871685360044,0.9845658126493517,0.3896916499611107,0.00033653046000124053,1.0000002746805063,1.0479109317596318,1,1.3443427027340218,0.3324020865222842,1.384864987162306,0.24251648607249876,-2.3816402784115946e-05,1.0000000564916693,0.3766111289412215,1,4.947384779864122,0.17354903300995178,4.950430296484853,0.03509850935304841,0.000793661641655083,0.9999998592509409,0.008242824180719028,0
0.08,-0.0037536188258924814,0.0047316906431908255,-5.33605034073667e-13,-0.3219479873423536,0.29566801710037194,0.43727150589562563,2.3983517114156165,1.2031671675438058e-05,1.0000017132142125,12.008006957110185,1,0.4875328238064113,0.5298439733647003,0.7201765867711339,0.8271792865561561,-0.002727682037947249,1.0000004016200645,2.677467096236474,1,0.8556428195222137,0.48882154879082806,0.9855352791117808,0.519243093730461,0.0003652102269640998,0.9999999591730679,1.0448158413720483,1,1.3158397401795274,0.44011832360576963,1.387558893253515,0.32293400663799926,-4.327845490963555e-05,1.000000056163963,0.3744264204726552,1,4.94513004474206,0.2313635356918053,4.950543867551676,0.04679727159604725,0.0010441505942696914,1.000000194893259,0.00824225614283823,0
0.1,-0.0037536188271311043,0.004731690642901699,-8.108671611765927e-13,-0.42925561194699013,0.16335370833661825,0.4593954828520354,2.777402539968908,1.333349889481084e-05,1.0000015188825335,10.334946841509824,1,0.36933172519034335,0.6190258581745681,0.7210674663639127,1.0330654060818885,-0.0033304547604630884,1.0000004001349834,2.667566556434234,1,0.7864379623669877,0.5957162336038276,0.9867527912258944,0.6485068916816552,0.0003540974239340004,1.0000002180139802,1.0409523791541508,1,1.279564274858271,0.5452339426443653,1.3909874073076904,0.4029971911712409,-6.941396093287848e-05,1.0000000557503756,0.3716691705956167,1,4.942231679612566,0.28914789691144194,4.950689893289776,0.058495403344638285,0.0012879266513843124,0.9999999451316809,0.008241525613762117,0
0.12000000000000001,-0.003753618827595483,0.004731690642608154,-1.1251913571881655e-12,-0.4671811733012045,0.004110162965778482,0.4672155866769958,3.1320779841235646,1.3566141281449346e-05,1.0000015795450483,9.805717867768575,1,0.23562722206302933,0.6822168535482852,0.7220742371769929,1.2384079904448,-0.003834547146726227,1.0000003984648094,2.6564320620122346,1,0.7043256396975833,0.6928301979546418,0.9881974249365346,0.7774218158094772,0.0003110158864455432,1.0000002968329256,1.0363962689513777,1,1.2357861981002094,0.6471515035172228,1.3951249894820519,0.4826257086396461,-0.00010223160812158918,1.0000000552565589,0.3683770593695538,1,4.938690119254786,0.34689459196974626,4.950868365948896,0.07019274941125193,0.0015246186881228197,0.9999998649686751,0.008240632965422047,0
0.14,-0.0037536188273367462,0.004731690642317763,-1.472830917555873e-12,-0.43313436922561177,-0.155829181673143,0.46019782745449583,-2.7970516679917106,1.2768598666015236e-05,1.0000017868804532,10.24145390000316,1,0.09207141269040785,0.7168806284805566,0.7231541200661196,1.4431555641519096,-0.004222055915384467,1.0000003966827067,2.6445513776176734,1,0.6107037844391028,0.7786183376900091,0.9898445277382522,0.9059333352595386,0.00024535847099498644,0.9999999644541554,1.0312352074688949,1,1.1848263154409362,0.7453067683570209,1.3999412687821,0.5617443894470557,-0.0001413810451427298,1.0000000546889956,0.36459330390511907,1,4.934505894807685,0.404596103283754,4.951079273666722,0.08188915516551463,0.0017538650178188587,1.0000001967281138,0.008239578551590873,0
0.16,-0.003753618826097509,0.004731690642038855,-1.8476875303201357e-12,-0.32942221847769915,-0.2903196014519745,0.4388177754235914,-2.42000323567437,1.1682367789514306e-05,1.0000020803458298,11.789291093958798,1,-0.05531868379485473,0.721698344317791,0.724261709370749,1.6472823044641027,-0.0044899416728789235,1.0000003948647798,2.6324318644087623,1,0.507151639459594,0.8517411005102485,0.9916662459085667,1.0339945127337342,0.0001674433938710129,1.0000001851819673,1.0255667138948377,1,1.1270514233291644,0.8391735202637772,1.4054015124297743,0.6402839361977667,-0.00018613953411963626,1.0000000540548384,0.36036558878179825,1,4.9296796336241355,0.4622449218102075,4.9513226003484965,0.09358446672371562,0.001975610188861222,0.9999999375358704,0.008238362702702841,0
0.18000000000000002,-0.0037536188233494956,0.004731690641778381,-2.238693605494113e-12,-0.1652434251910083,-0.37021317751547655,0.40497171486297917,-1.9911778476550168,1.0841634478665472e-05,1.0000025024612673,14.970454768144203,1,-0.2004202986835117,0.6966029989216851,0.7253509210642509,1.8507885289864814,-0.004648617302479772,1.0000003930865922,2.620577281283274,1,0.3953979758521174,0.9110845241682727,0.9936320974448211,1.1615666920549244,8.778878746350983e-05,1.0000003146940244,1.0194953587006308,1,1.0628689094344368,0.9282675326192378,1.4114671413463857,0.7181814845614903,-0.00023538209868208734,1.0000000533617317,0.3557448778026263,1,4.924212059102346,0.519833548466371,4.951598324866263,0.1052785311268567,0.002190372233035352,0.999999870902096,0.008236985734679708,0
