t,x,y,well_distance,speed,spin,orientation,orbital_L,max_strain,max_compression,rms_displacement,lattice_energy_proxy,packet_energy_proxy
0.0,4.624996107895213,0.0034373662721314253,4.624997385246045,0.6187263256137,0.07980969904903742,0.3504433872169391,2.8616074215494116,4.440892098500626e-16,8.881784197001252e-16,0.00014856669993581784,0.045411065152170305,0.46448238965875466
0.03333333333333333,4.624891041126674,0.024055639230581783,4.624953601504838,0.6184380346986346,0.0786711767924321,0.35308155732156127,2.8602365859412657,0.0023658641428094818,0.00627499560679845,0.004147536212154929,2.2045656620842227,0.46391004656061635
0.06666666666666667,4.6246459498185635,0.04466329977651859,4.624861616472451,0.618159361962195,0.07753835933210364,0.3556818873263005,2.8588647878824345,0.008415736641139926,0.022569534977524564,0.013425160387206763,7.501843112583899,0.46335495387214115
0.1,4.624260914478354,0.06525971704959588,4.624721379266169,0.6178903112690269,0.07641135223905349,0.3582445694427714,2.8574919844717113,0.017531646969998982,0.047580050330540025,0.027887839838892495,15.744388142209944,0.46281707991296256
0.13333333333333333,4.623736017887697,0.08584426054302914,4.624532841291124,0.6176308856529565,0.0752902614627348,0.3607697994089985,2.8561181326474556,0.02900203961428316,0.07978476203882223,0.04740965818514085,26.66902955308947,0.46229639187184807
0.16666666666666669,4.623071345100632,0.1064163000943269,4.624295956231212,0.6173810873170621,0.07417519332396055,0.36325777650189606,2.854743189190347,0.042066546104302494,0.11765800448557606,0.07183362246327173,39.94966555710441,0.4617928558158749
0.2,4.62226698344217,0.12697520587603933,4.624010680040309,0.6171409176338614,0.07306625450704517,0.3657087035494957,2.8533671107264174,0.055959140568110466,0.1593888772353812,0.10097306322592194,55.206061177684035,0.461306436699708
0.23333333333333334,4.621323022507297,0.1475203483865316,4.623676970933854,0.6169103771456168,0.07196355205116775,0.36812278694289735,2.8519898537304136,0.06994743541192883,0.20322657503379282,0.13461317097632522,72.01386749553151,0.4608370983749935
0.26666666666666666,4.620239554160361,0.16805109844078828,4.623294789380738,0.6166894655647597,0.07086719334094528,0.37050023664791704,2.8506113745294495,0.08342177742405354,0.24747433231015115,0.17251265149821549,89.91563368003902,0.46038480359987705
0.3,4.6190166725348645,0.1885668271612563,4.622864098095542,0.6164781817744347,0.06977728609620504,0.3728412662164048,2.8492316293069857,0.09650773768970478,0.29053813954648267,0.21440548713085145,108.43254258752873,0.4599495140486568
0.33333333333333337,4.617654474033645,0.20906690596873365,4.622384862031101,0.6162765238291682,0.0686939383609457,0.37514609279720557,2.847850574107127,0.10780971913017545,0.33408649496458664,0.2600027938044123,127.07656856311831,0.45953119032158585
0.3666666666666667,4.616153057329456,0.2295507065733099,4.6218570483714,0.6160844889556588,0.06761725849147752,0.3774149371467369,2.846468164839239,0.11668555962502836,0.37476271977129394,0.3089947649066141,145.3627392751612,0.45912979195482895
0.4,4.614512523365932,0.25001760096536696,4.621280626524806,0.6159020735536929,0.0665473551437326,0.3796480236391548,2.845084357282898,0.12256236478825178,0.411142689443158,0.3610526932859563,162.8211844715565,0.4587452774305871
0.43333333333333335,4.612732975358955,0.27046696140664594,4.620655568117626,0.6157292731971858,0.06548433725973694,0.38184558027608023,2.8436991070931645,0.1261308867807749,0.44211750287589224,0.4158310624232215,179.00867120203472,0.4583776041873992
0.4666666666666667,4.610814518798397,0.2908981604213877,4.619981846987998,0.6155660826353512,0.06442831405323647,0.38400783869585847,2.842312369806194,0.12889443464185812,0.46674254359854006,0.47296969751528556,193.51935263556823,0.4580267286306323
0.5,4.6087572614502585,0.3113105707875542,4.619259439180111,0.615412495793996,0.06337939499447026,0.3861350341823226,2.8409241008451853,0.13078482364232502,0.4842662759679065,0.5320959674935838,205.99449155668387,0.45769260614316626
0.5333333333333333,4.606561313359189,0.33170356552813707,4.618488322938753,0.6152685057769464,0.062337689794084696,0.3882274056730328,2.8395342555266647,0.1301261871150713,0.49416192054549224,0.5928270305399207,216.1309559869736,0.4573751910962864
0.5666666666666667,4.604226786851393,0.3520765179025612,4.617668478704193,0.6151341048676006,0.06130330838618335,0.390285195766963,2.8381427890671134,0.12687306507059415,0.4961600054111016,0.6547721190654963,223.6883185126488,0.4570744368607902
0.6,4.601753796537906,0.37242880139818985,4.616799889107381,0.6150092845306135,0.06027636091050775,0.39230865073160476,2.836749656589933,0.13250052390719302,0.49027813543464027,0.7175348654518123,228.49441664743887,0.4567902958183196
0.6333333333333333,4.5991424593182675,0.39275978972193804,4.61588253896549,0.6148940354137103,0.05925695769374546,0.3942980205094612,2.8353548131327626,0.1392837261555847,0.47684292874562617,0.7807156761670107,230.44924312778477,0.4565227193729233
0.6666666666666667,4.596392894384549,0.41306885679200206,4.61491641527777,0.6147883473496322,0.05824520922996253,0.3962535587239003,2.8339582136551402,0.14534605768010522,0.4564983412672986,0.8439141669626912,229.52703223746187,0.456271657962864
0.7000000000000001,4.593505223225776,0.433355376729711,4.6139015072217395,0.6146922093582098,0.057241226160158164,0.39817552268433903,2.8325598130465006,0.15106498325771234,0.44588556046367267,0.9067316725502679,225.77640252447168,0.45603706107266734
0.7333333333333334,4.590479569632706,0.4536187238515076,4.612837806149696,0.6146056096485716,0.05624511925094059,0.40006417339072886,2.831159566134539,0.16232868218551755,0.44691386170810254,0.9687738372712004,219.31843111823324,0.45581887724543285
0.7666666666666667,4.587316059702981,0.47385827266106606,4.6117253055855585,0.6145285356214798,0.05525699937232386,0.4019197755373133,2.829757427693904,0.17341229227507893,0.4461655303956097,1.0296532768397686,210.34259342125318,0.4556170540954028
0.8,4.5840148218466465,0.4940733978415523,4.610564001222024,0.6144609738717987,0.05427697747464619,0.40374259751562835,2.8283533524552498,0.1841870933126183,0.44456733091410616,1.0889922741615754,199.100595614354,0.45543153832080163
