t,x,y,well_distance,speed,spin,orientation,orbital_L,max_strain,max_compression,rms_displacement,mechanical_energy,dissipated_energy,energy_balance_error
0.0,4.624998893425532,0.0025781434551258465,4.624999612001181,0.6187336285834848,0.07991301559694043,0.3503331520676079,2.861642662492194,3.2649198276613056e-05,8.585147694506468e-05,3.2858252796010283e-05,-1.8434665157509822,5.414885270095168e-06,5.414885270171865e-06
0.03333333333333333,4.624910385331169,0.02319687895439755,4.624968558545811,0.6184059364100924,0.07921899806233011,0.35298534285392663,2.860097492169213,0.002548470932385749,0.006770694264338295,0.0026537902542187407,0.29552135035143845,0.009578032561439073,2.14856589866386
0.06666666666666667,4.624680327009274,0.04380376767043439,4.624887771296589,0.6180884768962454,0.07852831070811167,0.3556144551134042,2.858552236229614,0.008704733172541834,0.023358848217788775,0.009431401642698812,5.767577344878395,0.06643048761404158,7.67747434824342
0.1,4.624308804208062,0.06439817842110955,4.624757187362397,0.6177812635655826,0.07784099264673859,0.3582206005034929,2.857006878162459,0.017881583776140353,0.04849295292136624,0.02029509445668278,14.401158157706647,0.21120533059157554,16.455830004049204
0.13333333333333333,4.623795904823108,0.08497948061683995,4.624576746209847,0.61748430909749,0.07715708314037023,0.36080389198789614,2.855461401394028,0.029365634293203602,0.0805304724067678,0.03514857842161617,25.966211362535375,0.4809397154365005,28.290617593722857
0.16666666666666666,4.623141718892885,0.105547044249831,4.624346389655271,0.617197625325311,0.07647662159816425,0.36336444384151395,2.8539157892888802,0.04239324562268565,0.11764134317393782,0.05387074984741096,40.17996626277802,0.9082851004870501,42.93171787901605
0.2,4.6223463385947205,0.1261002398833138,4.624066061857102,0.6169212232346069,0.07579964757342321,0.3659023716552956,2.8523700251509423,0.056192281722741155,0.15823785018393566,0.07631667968857359,56.71379078548283,1.5209345229820073,60.07819182421582
0.23333333333333334,4.621409858241186,0.1466384386407802,4.623735709308635,0.6166551129614777,0.07512620076059283,0.36841779234099503,2.8508240922246797,0.07002022370386185,0.20032257468822923,0.10231869369301014,75.20099101155046,2.3412210447083566,79.3856785720098
0.26666666666666666,4.620332374276916,0.1671610121952213,4.623355280831173,0.6163993037909368,0.07445632099210973,0.37091082413582355,2.8492779736963154,0.08384708783831663,0.24206227031401517,0.13168753326234697,95.24540191252495,3.3858472274478792,100.47471565572381
0.3,4.619113985275836,0.18766733275837524,4.622924727567544,0.6161538041553469,0.07379004823509727,0.37338158660699455,2.8477316526951117,0.09681402159400432,0.2817279520386272,0.16421359086126788,116.43058601876159,4.665712828090399,122.93976536260297
0.3333333333333333,4.617754791938837,0.20815677306998911,4.622444002976024,0.6159186216329138,0.07312742258790679,0.37583020065615647,2.846185112294712,0.10794477330633101,0.3177268411260029,0.19966821799133375,138.32942869143028,6.185821913028181,146.35871712020943
