t,x,y,well_distance,speed,spin,orientation,orbital_L,max_strain,max_compression,rms_displacement,mechanical_energy,dissipated_energy,energy_balance_error
0.0,-5.915624484547672,2.6636663570533265,6.487659940523829,1.0533013983569064,-9.984126688226236e-05,0.5999997920325401,-2.323379318475246,3.259581880488138e-05,9.087018923958912e-05,3.2164065349732264e-05,0.2608222948926959,6.442413818211853e-06,6.442413818197323e-06
0.03333333333333333,-5.880583072863655,2.6609747940631165,6.454614173712461,1.0553807316699682,-0.0008995575033032544,0.5999831403996364,-2.3216139349278735,0.0025541038639864677,0.007167609236479189,0.00259752160962066,2.29840634572464,0.011310867520087224,2.0488949183520315
0.06666666666666667,-5.845474843873334,2.6582429891917356,6.421513212626989,1.0574846218738945,-0.0017009582873872202,0.5999398032046257,-2.3198486997901457,0.008726985174066226,0.024682708273369824,0.009230656090058785,7.5269894257918875,0.07788288760281314,7.344050018502005
0.1,-5.810299054668069,2.6554703950798286,6.3883564493398515,1.0596130508896457,-0.002503945497081939,0.5998697259261884,-2.3180836508350495,0.01787245870725651,0.05102547983719019,0.01986195080313374,15.78133813100158,0.2458607814390304,15.766376617547914
0.13333333333333333,-5.775054964686115,2.652656459742055,6.355143282299542,1.06176599382107,-0.0033084192267751715,0.5997728573434322,-2.3163188265475725,0.029135681391113555,0.08412049183907833,0.03439736793068561,26.841979947111483,0.5559518020748159,27.137109454293604
0.16666666666666666,-5.739741835966057,2.6498006265972567,6.321873116747458,1.0639434187755183,-0.004114277775936987,0.5996491495955358,-2.3145542661293685,0.041521539432589294,0.12150584639354156,0.05271940513424018,40.44069508338429,1.042763817496721,41.22263660598831
0.2,-5.704358933406165,2.646902334501267,6.288545365147569,1.0661452866819945,-0.004921417638098001,0.5994985582417628,-2.3127900095032903,0.053930765878720144,0.16041176068513507,0.07468815481234778,56.26685192084495,1.7344236614936934,57.740453287445945
0.23333333333333334,-5.668905525029728,2.6439610177824338,6.255159447629269,1.0683715511068983,-0.005729733490206097,0.5993210423218392,-2.311026097317778,0.06519392456397055,0.19783573766949325,0.10014241244066009,73.97425021221423,2.652444249764417,76.36587216708595
0.26666666666666666,-5.633380882256432,2.640976106279941,6.221714792443786,1.0706221580673994,-0.0065391181824064,0.5991165644166773,-2.3092625709510832,0.07409189512714875,0.23061195936983292,0.12890069299837287,93.18697722349609,3.8117894901123837,96.73794441871578
0.3,-5.597784280179825,2.637947025384998,6.1882108364345445,1.0728970458425053,-0.007349462728291477,0.5988850907094329,-2.307499472515307,0.07924932860886436,0.25545261511256867,0.1607609886713638,113.48216011036057,5.221026938043014,118.44236475351089
0.3333333333333333,-5.562114997850938,2.6348731960849845,6.154647025521889,1.0751961447818856,-0.008160656295671052,0.5986265910468795,-2.3057368448602373,0.0827581055222375,0.2694894550926087,0.19548598675127948,134.24717833219452,6.881716153295729,140.86807219059756
0.36666666666666664,-5.526372318568115,2.631754035010627,6.121022815202591,1.0775193771125111,-0.00897258619791275,0.5983410390010799,-2.3039747315769623,0.0875248063671833,0.27293351804415944,0.23281377287370128,155.20718771617288,8.789497050981458,163.73586247226163
0.4,-5.49055553017308,2.6285889544862977,6.087337671064549,1.0798666567431932,-0.009785137885907682,0.5980284119313379,-2.3022131770012413,0.10011203924502754,0.26683075002507284,0.27249398270115777,176.05683081271448,10.935791159058668,186.73179967688046
0.43333333333333335,-5.454663925353307,2.6253773625835013,6.053591069317174,1.0822378890670914,-0.010598194940717051,0.597688691046404,-2.300452226216606,0.11222142988038208,0.2568989990539,0.3142664544322705,196.42952133836238,13.305503234853091,209.47420227832276
0.4666666666666667,-5.41869680195073,2.622118663177653,6.019782497337892,1.0846329707622895,-0.011411639066958256,0.597321861466916,-2.2986919250571756,0.12345422140187501,0.24571561711489098,0.3578588199265856,215.980757713689,15.877256371800758,231.59719179059707
0.5,-5.382653463276816,2.61881225600822,5.98591145423525,1.087051789590521,-0.01222535008699125,0.5969279122880469,-2.29693232011016,0.13342240203298794,0.271320857817807,0.4029880072881798,234.398483146041,18.62436535090927,252.76202620205757
0.5333333333333333,-5.346533218434064,2.615457536742313,5.951977451429153,1.089494224194154,-0.013039205935968322,0.5965068366423313,-2.295173458718018,0.14176343117080237,0.2923231945135817,0.44936219772361924,251.40948515751083,21.51603493917287,272.664697801791
0.5666666666666667,-5.310335382643921,2.6120538970418132,5.917980013248717,1.0919601438915436,-0.013853082657812758,0.5960586317626421,-2.293415388980258,0.1481529261071295,0.3067679478541857,0.49668294674040964,266.78443421880394,24.518622011349326,291.0422339352606
0.6,-5.27405927758119,2.6086007246341287,5.8839186775483165,1.0944494084708634,-0.014666854402194111,0.5955832990452854,-2.2916581597548533,0.15231552426535055,0.31328288880090527,0.5446473626867591,280.34176489740236,27.59684880506594,307.67779140757557
0.6333333333333333,-5.237704231714885,2.6050974033866523,5.84979299634234,1.096961867982544,-0.015480393422570161,0.5950808441131777,-2.2899018206592183,0.15403439535789454,0.3115632862270359,0.5929502802969908,291.95038559380237,30.714887522477504,322.4044508213872
0.6666666666666666,-5.201269580655624,2.60154331338502,5.815602536459299,1.099497362530455,-0.01629357007536793,0.59455127687907,-2.2881464220707644,0.15316005524834797,0.29965407079376616,0.6412863877171481,301.5311760691954,33.8372619907971,335.1076157650998
0.7,-5.164754667509502,2.5979378310152526,5.78134688021584,1.1020557220619647,-0.017106252820378247,0.5939946116087786,-2.286392015126961,0.14961918970358934,0.2768313018326586,0.6893522788137614,309.0572431186694,36.929535402869206,345.7259562266459
