mode,final_amplitude,mean_amplitude_after_4ms,min_amplitude_after_4ms,max_amplitude_after_4ms,normalized_input_energy_vs_continuous
decay,9.363407557610868e-07,0.007558481976376979,9.363407557610868e-07,0.08637584864030456,0.32162082953571414
continuous,4.178982824739798,4.185210035785424,4.1386593976376655,4.279513655867063,1.0
refresh,0.8377089568527738,0.8784191285905333,0.8329521669435266,0.9262109727332825,0.3437207179456397
restart,3.8338505160209873,8.533688401002724,2.1595081291274547,18.61052067067708,4.144842244606806
